Прайс-лист,,,,,
,,,,,
,,,,,
Лампи для проекторів,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
520,B00835,"Magnetic кабель USB2.0 AM (2,1A) без коннектора в серебристой оплетке, длина 2 м.",https://buygadget.com.ua/magnetic-kabel-usb20-am-21a-bez-konnektora/?sku=1362,Есть," 154,00"
521,B00897,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 1,5 метри, чорний",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1445,Есть," 190,00"
522,B00604,"Кабель-браслет Lightning, 20 см, RTL зеленый",https://buygadget.com.ua/kabel-braslet-iphone-56ipad-20-sm/?sku=995,Есть," 120,00"
523,B00435,"Кабель USB2.0 AM to micro USB2.0 M, оплетка, RTL 3 метра, белый, блистер",https://buygadget.com.ua/kabel-usb20-am-to-micro-usb20-m-opletka-2m/?sku=1043,Есть," 110,00"
524,B00692,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 2.0 метра, чорний",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=1097,Есть," 145,00"
525,B00636,"Кабель SATA3.0, 7pin F/F, з застібками жовтий 40 см.",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1598,Есть," 69,00"
526,B00434,Ковпачок ізолюючий під обжимку Ewell RJ-45 25 штук (червоний),https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1703,Есть," 70,00"
527,B00550,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 3.0 метри, EW487",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=940,Есть," 260,00"
528,B00609,"Кабель-браслет micro USB 2.0, 20 см, RTL            зеленый",https://buygadget.com.ua/kabel-braslet-micro-usb-20-20-sm/?sku=1000,Есть," 120,00"
529,B00988,"Кабель HDMI v2.0, 3D, 4K 20.0 метрів, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1531,Есть,"1 720,00"
530,B01022,"Кабель HDMI v2.0, 3D, 4K 25.0 метрів, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-v20-3d-4k/?sku=1709,Есть,"2 080,00"
531,B00437,Кабель VGA 3+6 25 метров 3+6,https://buygadget.com.ua/kabel-vga-m-to-vga-m/?sku=851,Есть," 968,00"
532,B00282,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 3,0 метри, синій, EW477",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1693,Есть," 260,00"
533,B00974,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 3.0 метра, білий",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=1568,Есть," 205,00"
534,B00025,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (білий) EW306,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1485,Есть," 110,00"
535,B00459,"Подовжувач Ewell USB 3.0 AM - AF, 26 AWG, синій 5.0 метрів, EW488",https://buygadget.com.ua/udlinitel-usb30-amaf/?sku=1708,Есть," 350,00"
536,B00779,"Кабель SATA3.0, 7pin F/F, з застібками червоний 100 см. без застібок",https://buygadget.com.ua/kabel-sata30-7pin-ff/?sku=1542,Есть," 120,00"
537,B00739,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (прозорий) EW254,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1149,Есть," 110,00"
538,B00926,Райзер Ewell Riser Card PCI E 16X ver. 3.0 із засувкою 35 см. прямий (EW319),https://buygadget.com.ua/riser-card-pci-e-16x-ver-30/?sku=1498,Есть,"1 000,00"
539,B00311,"Кабель Ewell USB 3.0 AM - AM, 28 AWG 5,0 метрів, синій, EW478",https://buygadget.com.ua/kabel-usb30-amam-ploskiy/?sku=1694,Есть," 350,00"
540,B00975,"Кабель синхронізації Ewell USB2.0 - Type-C M/M 2.4А 3.0 метра, чорний",https://buygadget.com.ua/kabel-usb20-to-usb31-amcm-oyem/?sku=1569,Есть," 205,00"
541,B00584,Кабель VGA 3+6 30 метров 3+6,https://buygadget.com.ua/kabel-vga-m-to-vga-m/?sku=1308,Есть,"1 087,00"
542,B00922,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (світло-сірий) EW308,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1488,Есть," 110,00"
543,B00923,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (помаранчевий) EW310,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1491,Есть," 110,00"
544,B00978,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (синій) EW340,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1525,Есть," 110,00"
545,B00434,Ковпачок ізолюючий під обжимку Ewell RJ-45 50 штук (червоний) EW483,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1704,Есть," 110,00"
546,B00025,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (білий) EW307,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1486,Есть," 185,00"
547,B00739,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (прозорий) EW255,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1150,Есть," 185,00"
548,B00922,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (світло-сірий) EW309,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1489,Есть," 185,00"
549,B00923,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (помаранчевий) EW311,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1492,Есть," 185,00"
550,B00978,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (синій) EW341,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1526,Есть," 185,00"
551,B00434,Ковпачок ізолюючий під обжимку Ewell RJ-45 100 штук (червоний) EW484,https://buygadget.com.ua/kolpachok-izoliruyushchiy-pod-obzhim-dlya-konnektora-rj-45/?sku=1705,Есть," 185,00"
552,B00002,"Адаптер 3pin Audio 3.5 мм (M) to 6.3 мм (F), stereo",https://buygadget.com.ua/adapter-35-mm-jack-male-to-63-mm-female-stereo-metal-gold/,Есть," 45,00"
553,B00023,Відео конвертер VGA to VGA/RCA/4-pin S-Video вихід (Reinforced),https://buygadget.com.ua/video-konverter-vga-to-vgarca4-pin-s-video-f/,Есть," 880,00"
554,B00050,Адаптер Bluetooth 2.0 чорний колір,https://buygadget.com.ua/adapter-usb20-to-bluetooth-20_kf/,Есть," 135,00"
555,B00024,Адаптер Bluetooth 2.0 OEM заокруглений,https://buygadget.com.ua/adapter-usb20-to-bluetooth-20-chernyj/,Есть," 130,00"
556,B00007,Відео Splitter VGA на 2 монітора,https://buygadget.com.ua/video-splitter-vga-na-2-monitora-01m/,Есть," 125,00"
557,B00220,Адаптер Bluetooth 2.0 OEM прямокутний,https://buygadget.com.ua/adapter-usb20-to-bluetooth-20-chernyj/?sku=929,Есть," 130,00"
558,B00254,Riser Card PCI-E 8X to 16X без доп. питания,https://buygadget.com.ua/riser-card-pci-e-8x-to-16x-15sm-zashelkoj/,Есть," 399,00"
559,B00871,Riser Card PCI-E 8X to 16X с доп. питанием Molex,https://buygadget.com.ua/riser-card-pci-e-8x-to-16x-15sm-zashelkoj/?sku=1389,Есть," 428,00"
560,B00920,Радіатор для M.2 NVMe SSD red,https://buygadget.com.ua/radator-dlya-m2-nvme-ssd/,Есть," 397,00"
561,B00921,Радіатор для M.2 NVMe SSD black,https://buygadget.com.ua/radator-dlya-m2-nvme-ssd/?sku=1504,Есть," 397,00"
562,B00918,"Радіатор Ewell для M. 2 NVMe SSD, black (EW330) black",https://buygadget.com.ua/radator-dlya-m2-nvme-ssd20/,Есть," 312,00"
563,B00919,"Радіатор Ewell для M. 2 NVMe SSD, black (EW330) gold",https://buygadget.com.ua/radator-dlya-m2-nvme-ssd20/?sku=1506,Есть," 312,00"
564,B01015,Кабель для роутера USB to DC 5.5х2.1 5v to 9v,https://buygadget.com.ua/kabel-dlya-routera-usb-to-dc-55kh21/,Есть," 115,00"
565,B01016,Кабель для роутера USB to DC 5.5х2.1 5v to 12v,https://buygadget.com.ua/kabel-dlya-routera-usb-to-dc-55kh21/?sku=1667,Есть," 125,00"
566,B00205,"Радіатор Ewell для відеокарт, мідь (EW475)",https://buygadget.com.ua/radator-ewell-dlya-vdeokart-rtx3060-rtx3070-rtx3080-rtx3090-md-ew475/,Есть,"3 000,00"
"Для мобільних телефонів, планшетів та фотокамер",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00255,"USB2.0 магнитный кабель для Sony Xperia, RTL черного цвета",https://buygadget.com.ua/Sony Xperia/,Есть," 145,00"
2,B00053,"USB3.0 кабель для ASUS EeePad, 40pin 1,0 метр",https://buygadget.com.ua/adapter-usb30-am-to-asus-eeepadtf101tf201tf301tf600tf700-10m/,Есть," 176,00"
3,B00054,"USB3.0 кабель для ASUS EeePad, 40pin 1,5 метра",https://buygadget.com.ua/adapter-usb30-am-to-asus-eeepadtf101tf201tf301tf600tf700-10m/?sku=531,Есть," 276,00"
4,B00256,"USB2.0 магнитный кабель для Sony Xperia, RTL белого цвета",https://buygadget.com.ua/Sony Xperia/?sku=528,Есть," 145,00"
ATX/VGA/IDE/SATA Power,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00173,Удлинитель питания ATX 8pin M/F 20 см.,https://buygadget.com.ua/kabel-pitanija-atx-8pin-m-to-8pin-f-20sm/,Есть," 75,00"
2,B00111,"Кабель живлення для відеокарт Ewell 6 pin to Molex, 15 см (EW364)",https://buygadget.com.ua/kabel-pitanija-dlja-videokart-6pin-m-to-2xmolex-f/,Есть," 105,00"
"Audio 2.5, 3.5, 6.3 мм",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00121,"Кабель Jack 3.5 мм to 3xRCA M/M 0,7м",https://buygadget.com.ua/kabel-dc35-m-to-3xrca-m-08m/,Есть," 78,00"
2,B00368,"Кабель Jack 3.5 мм to 3xRCA M/M 1,5м",https://buygadget.com.ua/kabel-dc35-m-to-3xrca-m-08m/?sku=729,Есть," 100,00"
3,B00657,Адаптер 3pin Audio 3.5 мм (F) to 2xRCA (M) 40 см.,https://buygadget.com.ua/adapter-dc35-f-to-2xrca-m-01m/,Есть," 120,00"
4,B00496,"Кабель Jack 3.5 мм to 3xRCA M/M 3,0м",https://buygadget.com.ua/kabel-dc35-m-to-3xrca-m-08m/?sku=1519,Есть," 143,00"
5,B00643,Адаптер 4pin Audio 3.5 мм (F) to 2x3.5 мм (M) stereo,https://buygadget.com.ua/adapter-dc35-m-to-2xdc35-f-stereo-gold-01m/,Есть," 84,00"
6,B00984,"Адаптер 3pin Audio 3.5 мм (M) to 2x3.5 мм (F) stereo, 0.1м",https://buygadget.com.ua/adapter-dc35-m-to-2xdc35-f-gold-01m/,Есть," 45,00"
Bluetooth,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00219,"Адаптер Bluetooth 2.0, сердце, RTL желтого цвета",https://buygadget.com.ua/adapter-usb-to-bluetooth-20-serdce-zheltyj/,Есть," 104,00"
2,B00224,"Адаптер Bluetooth 2.0, сердце, RTL черного цвета",https://buygadget.com.ua/adapter-usb-to-bluetooth-20-serdce-zheltyj/?sku=564,Есть," 104,00"
"COM (DB9, RS232, RS422, RS485)",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00152,Адаптер COM (RS232) Female to Female,https://buygadget.com.ua/adapter-com-rs232-female-to-female-/,Есть," 72,00"
2,B00083,"Low Profile Bracket, COM 2x(RS232) ",https://buygadget.com.ua/low-profile-bracket-com-2xrs232/,Есть," 120,00"
3,B00511,"Планка расширения COM, на заднюю панель, один порт Low Profile Bracket, 8 cm",https://buygadget.com.ua/kosichka-com-rs232-na-1-port/,Есть," 80,00"
4,B00004,Адаптер COM (RS232) Male to Male,https://buygadget.com.ua/adapter-com-rs232-male-to-male/,Есть," 72,00"
"COM (DB9, RS232)",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00709,"Low Profile Bracket, COM (RS232)",https://buygadget.com.ua/low-profile-bracket-com-rs232/,Есть," 80,00"
"DisplayPort, Mini DisplayPort",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00239,Адаптер Mini DisplayPort M to HDMI F белый,https://buygadget.com.ua/adapter-mini-displayport-m-to-hdmi-f-01m-belyj/,Есть," 204,00"
2,B00133,Адаптер DisplayPort M to VGA F кабель 20 см.,https://buygadget.com.ua/adapter-displayport-m-to-vga-f/,Есть," 300,00"
3,B00108,Адаптер DisplayPort M to HDMI F,https://buygadget.com.ua/adapter-displayport-m-to-hdmi-f/,Есть," 294,00"
4,B00227,"Кабель Mini DisplayPort M to HDMI M 1.8 метра, белый",https://buygadget.com.ua/kabel-mini-displayport-m-to-hdmi-m-18m-gold-belyj/,Есть," 354,00"
5,B00222,Адаптер DisplayPort M to DVI F 24+5,https://buygadget.com.ua/adapter-displayport-m-to-dvi-f-255/,Есть," 297,00"
6,B00125,Кабель Mini DisplayPort M to VGA M белый,https://buygadget.com.ua/kabel-mini-displayport-m-to-vga-m-18m-belyj-gold/,Есть," 463,00"
7,B00217,Адаптер Mini DisplayPort M to DVI F 24+5,https://buygadget.com.ua/adapter-mini-displayport-m-to-dvi-f-245-10sm-belyj/,Есть," 324,00"
8,B00197,Кабель Mini DisplayPort M to DVI M 24+1,https://buygadget.com.ua/kabel-mini-displayport-m-to-dvi-m-241-18m-belyj-gold/,Есть," 450,00"
9,B00133,Адаптер DisplayPort M to VGA F,https://buygadget.com.ua/adapter-displayport-m-to-vga-f/?sku=1139,Есть," 300,00"
10,B00222,Адаптер DisplayPort M to DVI F 24+5 кабель 20 см.,https://buygadget.com.ua/adapter-displayport-m-to-dvi-f-255/?sku=1144,Есть," 297,00"
11,B00502,Адаптер Mini DisplayPort M to HDMI F черный,https://buygadget.com.ua/adapter-mini-displayport-m-to-hdmi-f-01m-belyj/?sku=1315,Есть," 204,00"
12,B00763,"Кабель Mini DisplayPort M to HDMI M 3.0 метра, белый",https://buygadget.com.ua/kabel-mini-displayport-m-to-hdmi-m-18m-gold-belyj/?sku=1161,Есть," 432,00"
13,B00781,Кабель Mini DisplayPort M to VGA M черный,https://buygadget.com.ua/kabel-mini-displayport-m-to-vga-m-18m-belyj-gold/?sku=1188,Есть," 463,00"
14,B00433,"Кабель Mini DisplayPort M to HDMI M 3.0 метра, черный",https://buygadget.com.ua/kabel-mini-displayport-m-to-hdmi-m-18m-gold-belyj/?sku=1254,Есть," 432,00"
15,B00187,"Кабель Display Port M/M, 4K 1.8 метри, 4K 60Hz",https://buygadget.com.ua/kabel-displayport-m-to-displayport-m-18m-chernyj-gold/,Есть," 252,00"
16,B00798,"Кабель Display Port M/M, 4K 3.0 метра, 4K 30Hz",https://buygadget.com.ua/kabel-displayport-m-to-displayport-m-18m-chernyj-gold/?sku=1220,Есть," 436,00"
"DVI, Mini DVI, DMS",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00171,"Кабель для проектора M1-DA, DVI M (30+5) to VGA M / USB AM",https://buygadget.com.ua/kabel-dlja-proektora-dvi-m-305-to-vga-musb-am-18m-ferrit/,Есть," 540,00"
2,B00211,Видео Splitter DVI на 2 монитора 24+1,https://buygadget.com.ua/adapter-dvi-m-to-2xdvi-f-10sm-chernyj/,Есть," 432,00"
3,B00836,Видео Splitter DVI на 2 монитора 24+5,https://buygadget.com.ua/adapter-dvi-m-to-2xdvi-f-10sm-chernyj/?sku=1627,Есть," 432,00"
4,B00212,Адаптер Mini DVI M to DVI F (24+1),https://buygadget.com.ua/adapter-mini-dvi-m-to-dvi-f-241-10sm-belyj/,Есть," 250,00"
5,B00522,"Кабель DVI M/M, 24+1 1.5 метра, в оплетке",https://buygadget.com.ua/kabel-dvi-male-to-dvi-male-241-10m-2-ferrita-gold/,Есть," 198,00"
6,B00077,"Кабель DVI M/M, 24+1 1.8 метра, 18+1",https://buygadget.com.ua/kabel-dvi-male-to-dvi-male-241-10m-2-ferrita-gold/?sku=813,Есть," 207,00"
"RJ12, RJ45, WiFi, LAN",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00091,Адаптер RJ45 M to USB2.0 AF,https://buygadget.com.ua/adapter-rj45-m-to-usb20-f/,Есть," 54,00"
2,B00096,Спліттер RJ45 (splitter),https://buygadget.com.ua/splitter-rj45-to-2xrj45-ethernet-connector/,Есть," 72,00"
3,B00114,"Модуль Keystone RJ-45, cat 5e/6e",https://buygadget.com.ua/modul-keystone-rj-45-cat-5e/,Есть," 36,00"
"ExpressCard (34,54) CardBus (PCMCIA)",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00181,"Адаптер ExpressCard to 2xUSB3.0, RTL",https://buygadget.com.ua/adapter-expresscard-to-2xusb30/,Есть," 546,00"
2,B00251,"Адаптер PCMCIA to 2xSATA, RTL",https://buygadget.com.ua/adapter-pcmcia-to-2xsata-rtl/,Есть," 276,00"
3,B00208,"Адаптер ExpressCard to 4xUSB2.0, OEM",https://buygadget.com.ua/adapter-expresscard-to-4xusb20/,Есть," 604,00"
"HDMI, mini HDMI, micro HDMI",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00462,"Low Profile Bracket, HDMI / DVI Card",https://buygadget.com.ua/low-profile-bracket-hdmi--dvi-card/,Есть," 80,00"
HDMI кабель,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00548,"Кабель Ewell HDMI 4K UHD плоский 1.5 метра, 4K 60Hz, черный",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/,Есть," 125,00"
2,B00231,"Кабель HDMI M to 5xRCA M, 1.5м",https://buygadget.com.ua/kabel-hdmi-male-to-5xrca-male-15m-ferrit-opletka-gold/,Есть," 182,00"
3,B00064,"Кабель HDMI v1.4, 4K 60Hz, в оплетке с ферритами 1,5 метра, 4K 60Hz",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-5m-2-ferrita-opletka-gold/,Есть," 125,00"
4,B00547,"Кабель Ewell HDMI 4K UHD плоский 1.5 метра, 4K, 60Hz, белый",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/?sku=934,Есть," 125,00"
5,B00270,"Кабель Ewell HDMI 4K UHD плоский 3.0 метра, 4K 60Hz, черный",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/?sku=936,Есть," 185,00"
6,B00444,"Кабель HDMI v1.4, 4K 60Hz, в оплетке с ферритами 3,0 метра, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-5m-2-ferrita-opletka-gold/?sku=1271,Есть," 192,00"
7,B00737,"Кабель HDMI v1.4, 4K 60Hz, в оплетке с ферритами 5,0 метров, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-5m-2-ferrita-opletka-gold/?sku=1274,Есть," 356,00"
8,B00569,"Кабель Ewell HDMI 4K UHD плоский 3.0 метра, 4K, 60Hz, белый",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/?sku=954,Есть," 185,00"
9,B00271,"Кабель Ewell HDMI 4K UHD плоский 5 метров, 4K 30Hz, черный",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/?sku=937,Есть," 255,00"
10,B00741,"Кабель HDMI v1.4, 4K 60Hz, в оплетке с ферритами 10,0 метров, 4K 30Hz",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-5m-2-ferrita-opletka-gold/?sku=1272,Есть," 527,00"
11,B00635,"Кабель Ewell HDMI 4K UHD плоский 5 метров, 4K, 30Hz, белый",https://buygadget.com.ua/kabel-hdmi-male-to-hdmi-male-15m-ploskij-v14-gold-blister/?sku=1032,Есть," 255,00"
HDMI адаптери,,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00047,Адаптер mini DVI M to HDMI F,https://buygadget.com.ua/adapter-mini-dvi-m-to-hdmi-f/,Есть," 230,00"
2,B00237,"Адаптер mini HDMI M to VGA F (with audio), RTL",https://buygadget.com.ua/adapter-hdmi-am-to-vga-f-with-audio-black_mf/,Есть," 528,00"
3,B00143,"Адаптер HDMI F to micro HDMI M, 180/360 градусов",https://buygadget.com.ua/adapter-hdmi-dm-micro-to-hdmi-af-gold/,Есть," 249,00"
4,B00081,"Адаптер HDMI F to mini HDMI M, 180 градусов",https://buygadget.com.ua/adapter-hdmi-cm-mini-to-hdmi-af-180-gradusov-gold/,Есть," 218,00"
5,B00198,"Відео спліттер Ewell Splitter HDMI на 2 монітори, v1.4, 3D (EW073)",https://buygadget.com.ua/video-splitter-hdmi-na-2-monitorov-v14-3d/,Есть," 160,00"
6,B00163,Адаптер HDMI to DVI F/M DVI 24+1,https://buygadget.com.ua/adapter-hdmi-af-to-dvi-m-241-gold/,Есть," 111,00"
7,B00223,"Адаптер HDMI M to VGA F (with audio), OEM черный цвет",https://buygadget.com.ua/adapter-hdmi-am-to-vga-f-with-audio-black_bk/,Есть," 432,00"
8,B00147,Адаптер mini HDMI M to mini HDMI F,https://buygadget.com.ua/adapter-hdmi-cf-mini-to-hdmi-cm-mini-gold/,Есть," 86,00"
9,B00189,"Відео спліттер Ewell Splitter на 8 HDMI монітори, 4K2K, 3D (EW205)",https://buygadget.com.ua/video-splitter-hdmi-na-8-monitorov-v14-3d/,Есть," 990,00"
10,B00048,Адаптер mini HDMI F to micro HDMI M,https://buygadget.com.ua/adapter-hdmi-dm-micro-to-hdmi-cf-mini-gold/,Есть," 126,00"
11,B00136,Адаптер HDMI M to DVI F (24+5),https://buygadget.com.ua/adapter-hdmi-am-to-dvi-f-245-gold/,Есть," 88,00"
12,B00145,Адаптер HDMI M to mini HDMI M,https://buygadget.com.ua/adapter-hdmi-am-to-hdmi-cm-mini-gold/,Есть," 110,00"
13,B00141,"Адаптер HDMI M to HDMI M, 90 градусов Vertical",https://buygadget.com.ua/adapter-hdmi-am-to-hdmi-am-90-gradusov-vertical-gold/,Есть," 174,00"
14,B00116,"Адаптер HDMI F to HDMI F, 180 градусов",https://buygadget.com.ua/adapter-hdmi-af-to-hdmi-af-180-gradusov-gold/,Есть," 218,00"
15,B00139,"Адаптер HDMI M to HDMI F, 90 градусов",https://buygadget.com.ua/adapter-hdmi-am-to-hdmi-af-90-gradusov-gold/,Есть," 103,00"
16,B00613,"Адаптер HDMI M to HDMI F, 90 градусов",https://buygadget.com.ua/adapter-hdmi-am-to-hdmi-af-90-gradusov-gold/?sku=1003,Есть," 103,00"
17,B00230,"Адаптер HDMI M to VGA F (with audio), OEM белый цвет",https://buygadget.com.ua/adapter-hdmi-am-to-vga-f-with-audio-black_bk/?sku=1225,Есть," 432,00"
18,B00499,Адаптер HDMI to DVI F/M DVI 24+5,https://buygadget.com.ua/adapter-hdmi-af-to-dvi-m-241-gold/?sku=1535,Есть," 111,00"
"IDE (ATA) 2.5"", 3.5""",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00146,"Адаптер IDE2.5"" M to SATA2.5"" F (HDD)",https://buygadget.com.ua/adapter-ide25-m-to-sata-f-715-hdd/,Есть," 284,00"
2,B00137,Конвертер Ewell IDE to SATA (HDD) (EW409) червоні,https://buygadget.com.ua/adapter-ide35-m-to-sata-f-715-hdd-jmicron/,Есть," 330,00"
3,B00137,Конвертер Ewell IDE to SATA (HDD) (EW409) зелені,https://buygadget.com.ua/adapter-ide35-m-to-sata-f-715-hdd-jmicron/?sku=1684,Есть," 330,00"
4,B00112,"Адаптер IDE3.5"" M to IDE2.5"" F (HDD)",https://buygadget.com.ua/adapter-ide35-m-to-ide25-f-hdd1/,Есть," 84,00"
"LPT (DB25) 25pin, (IEEE1284) 36pin",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00129,Косичка LPT (DB25),https://buygadget.com.ua/kosichka-lpt-db25-/,Есть," 120,00"
"PCI, mini PCI",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00185,"Контролер PCI to USB2.0 NEC, RTL 4ext. 1int.",https://buygadget.com.ua/adapter-pci-to-usb20-4ext-1int-nec/,Есть," 315,00"
2,B00651,"Контролер Ewell PCI to SATA / IDE, VIA (EW161) VIA",https://buygadget.com.ua/adapter-pci-to-1x-sata-ext-2x-sata-int-1x-ata-int-pdc20375/,Есть," 570,00"
3,B00128,"Контролер PCI to USB2.0 (4ext. 1int.) VIA, RTL",https://buygadget.com.ua/adapter-pci-to-usb20-4ext-1int-via/,Есть," 326,00"
4,B00184,"Контролер PCI to 2x eSATA, 2x SATA int., Silicon Image, RTL",https://buygadget.com.ua/adapter-pci-to-2x-esata-2x-sata-int-silicon-image/,Есть," 513,00"
5,B00252,"Контролер PCI to LAN, Intel Pro/1000 MT, PWLA8390MT, RTL",https://buygadget.com.ua/adapter-pci-to-lan-intel-pro1000-mt-pwla8390mt-rtl/,Есть," 830,00"
6,B00132,"Райзер Ewell Riser Card PCI, 90 градусів Left (EW163)",https://buygadget.com.ua/pci-riser-card-90-gradusov-left/,Есть," 333,00"
7,B00135,"Райзер Ewell Riser Card PCI, 90 градусів Right (EW164)",https://buygadget.com.ua/pci-riser-card-90-gradusov-left/?sku=555,Есть," 333,00"
"PCI-Express, mini PCI-Express",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00158,Контролер Ewell PCI-E to USB3.0 (4ext. Molex) VIA(EW039),https://buygadget.com.ua/adapter-pci-express-to-usb30-4ext-molex-via/,Есть," 545,00"
2,B00186,"Контролер Ewell PCI-E to IEEE1394 (2x6pin ext., 1x4pin ext., 1x6pin int., Molex) VIA (EW036)",https://buygadget.com.ua/adapter-pci-express-to-ieee1394-2x6pin-ext-1x4pin-1x6pin-int-molex-via/,Есть," 830,00"
3,B00178,Райзер Ewell Riser Card PCI-E 1X 19 см.,https://buygadget.com.ua/riser-card-pci-e-1x-15sm/,Есть," 180,00"
4,B00863,Райзер Ewell Riser Card PCI-E 1X 30 см.,https://buygadget.com.ua/riser-card-pci-e-1x-15sm/?sku=1341,Есть," 270,00"
5,B00864,Райзер Ewell Riser Card PCI-E 1X 32 см.,https://buygadget.com.ua/riser-card-pci-e-1x-15sm/?sku=1342,Есть," 300,00"
6,B00265,"Райзер Ewell Riser Card PCI-E 1X-16X, USB3.0 кабель 60 см, ver.006 (EW015) 60 см, VER 003",https://buygadget.com.ua/riser-card-pci-e-1x-to-16x-usb30-kabel/,Есть," 295,00"
"SAS, SCSI",,,,,
№,Артикул,Наименование,URL,Наличие,Цена (грн.)
1,B00140,Адаптер SCSI 80pin F to SCSI 68pin F,https://buygadget.com.ua/adapter-scsi-80pin-f-to-scsi-68pin-f/,Есть," 536,00"
2,B00130,Кабель Ewell Sata to SFF-8482 (EW294),https://buygadget.com.ua/kabel-sas-sff-8482molex-to-sata-f/,Есть," 240,00"
"SATA, eSATA",,,,,
